Course_Name,Related_Dept,Actual_Dept,A_and_I,Arts_Practice,Statistical_Reasoning,Lab,Literary_Analysis,Humanistic_Inquiry,Social_Inquiry,Writing_Rich_1,Writing_Rich_2,Quantitative_Reasoning,Intercultural_Domestic_Studies,International_Studies
PSYC217,PSYC,PSYC,0,0,0,1,0,0,0,0,0,0,0,0
PSYC232,PSYC,PSYC,0,0,0,1,0,0,0,0,1,0,0,0
PSYC233,PSYC,PSYC,0,0,0,1,0,0,0,0,0,1,0,0
PSYC233,PSYC,PSYC,0,0,0,1,0,0,0,0,0,1,0,0
PSYC248,PSYC,PSYC,0,0,0,0,0,0,1,0,0,0,0,1
PSYC252,PSYC,PSYC,0,0,0,1,0,0,0,0,0,0,0,0
SYC253,PSYC,SYC,0,0,0,1,0,0,0,0,0,1,0,0
SYC253,PSYC,SYC,0,0,0,1,0,0,0,0,0,1,0,0
PSYC318,PSYC,PSYC,0,0,0,0,0,0,1,0,0,0,0,0
PSYC384,PSYC,PSYC,0,0,0,0,0,0,1,0,0,0,1,0
PSYC400,PSYC,PSYC,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400,PSYC,PSYC,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400,PSYC,PSYC,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400,PSYC,PSYC,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400,PSYC,PSYC,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400,PSYC,PSYC,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400,PSYC,PSYC,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400,PSYC,PSYC,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400,PSYC,PSYC,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400,PSYC,PSYC,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400,PSYC,PSYC,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400,PSYC,PSYC,0,0,0,0,0,0,0,0,0,0,0,0
CGSC232,PSYC,CGSC,0,0,0,1,0,0,0,0,1,0,0,0
PSYC110,PSYC,PSYC,0,0,0,0,0,0,1,0,0,0,0,0
PSYC110,PSYC,PSYC,0,0,0,0,0,0,1,0,0,0,0,0
PSYC200,PSYC,PSYC,0,0,1,0,0,0,0,0,0,1,0,0
PSYC201,PSYC,PSYC,0,0,1,0,0,0,0,0,0,1,0,0
PSYC201,PSYC,PSYC,0,0,1,0,0,0,0,0,0,1,0,0
PSYC216,PSYC,PSYC,0,0,0,1,0,0,0,0,0,0,0,0
PSYC217,PSYC,PSYC,0,0,0,1,0,0,0,0,0,0,0,0
PSYC217,PSYC,PSYC,0,0,0,1,0,0,0,0,0,0,0,0
PSYC238,PSYC,PSYC,0,0,0,1,0,0,0,0,0,0,0,0
PSYC239,PSYC,PSYC,0,0,0,1,0,0,0,0,0,1,0,0
PSYC239,PSYC,PSYC,0,0,0,1,0,0,0,0,0,1,0,0
PSYC254,PSYC,PSYC,0,0,0,0,0,0,1,0,0,0,0,0
PSYC258,PSYC,PSYC,0,0,0,1,0,0,0,0,0,0,0,0
PSYC259,PSYC,PSYC,0,0,0,1,0,0,0,0,0,1,0,0
PSYC259,PSYC,PSYC,0,0,0,1,0,0,0,0,0,1,0,0
PSYC366,PSYC,PSYC,0,0,0,0,0,0,1,0,0,1,0,0
PSYC375,PSYC,PSYC,0,0,0,0,0,0,1,0,0,1,0,0
MUSC227,PSYC,MUSC,0,0,0,1,0,0,0,0,0,1,0,0
RELG100,RELG,RELG,1,0,0,0,0,0,0,1,0,0,0,1
RELG100,RELG,RELG,1,0,0,0,0,0,0,1,0,0,0,1
RELG100,RELG,RELG,1,0,0,0,0,0,0,1,0,0,1,0
RELG110,RELG,RELG,0,0,0,0,0,1,0,0,1,0,1,0
RELG162,RELG,RELG,0,0,0,0,0,1,0,0,0,0,0,0
RELG228,RELG,RELG,0,0,0,0,0,1,0,0,1,0,0,0
RELG243,RELG,RELG,0,0,0,0,0,1,0,0,0,0,1,0
RELG244,RELG,RELG,0,0,0,0,0,1,0,0,1,0,1,0
RELG359,RELG,RELG,0,0,0,0,0,0,0,0,0,0,0,0
RELG110,RELG,RELG,0,0,0,0,0,1,0,0,1,0,1,0
RELG122,RELG,RELG,0,0,0,0,0,1,0,0,1,0,0,1
RELG150,RELG,RELG,0,0,0,0,0,1,0,0,1,0,0,1
RELG221,RELG,RELG,0,0,0,0,0,1,0,0,1,0,1,0
RELG233,RELG,RELG,0,0,0,0,0,1,0,0,1,0,1,0
RELG274,RELG,RELG,0,0,0,0,0,1,0,0,1,0,0,0
RELG300,RELG,RELG,0,0,0,0,0,1,0,0,0,0,0,0
RELG357,RELG,RELG,0,0,0,0,0,0,1,0,1,0,0,1
RELG399,RELG,RELG,0,0,0,0,0,1,0,0,0,0,0,0
HIST131,RELG,HIST,0,0,0,0,0,1,0,0,1,0,0,1
RELG110,RELG,RELG,0,0,0,0,0,1,0,0,1,0,1,0
RELG140,RELG,RELG,0,0,0,0,0,1,0,0,1,0,1,0
RELG153,RELG,RELG,0,0,0,0,0,1,0,0,1,0,0,1
RELG161,RELG,RELG,0,0,0,0,0,1,0,0,1,0,0,0
RELG237,RELG,RELG,0,0,0,0,0,1,0,0,1,0,0,0
RELG265,RELG,RELG,0,0,0,0,0,1,0,0,1,0,0,1
RELG362,RELG,RELG,0,0,0,0,0,1,0,0,1,0,0,1
RELG400,RELG,RELG,0,0,0,0,0,0,0,0,0,0,0,0
HIST201,RELG,HIST,0,0,0,0,0,1,0,0,0,0,0,1
MUSC213,RELG,MUSC,0,0,0,0,1,0,0,0,0,0,0,0
WGST310,RELG,WGST,0,0,0,0,0,1,0,0,0,0,0,1
RUSS101,RUSS,RUSS,0,0,0,0,0,0,0,0,0,0,0,0
RUSS101,RUSS,RUSS,0,0,0,0,0,0,0,0,0,0,0,0
RUSS204,RUSS,RUSS,0,0,0,0,0,0,0,0,0,0,0,0
USS351,RUSS,USS,0,0,0,0,1,0,0,0,0,0,0,1
RUSS400,RUSS,RUSS,0,0,0,0,0,0,0,0,0,0,0,0
RUSS102,RUSS,RUSS,0,0,0,0,0,0,0,0,0,0,0,0
RUSS205,RUSS,RUSS,0,0,0,0,0,0,0,0,0,0,0,1
RUSS400,RUSS,RUSS,0,0,0,0,0,0,0,0,0,0,0,0
RUSS103,RUSS,RUSS,0,0,0,0,0,0,0,0,0,0,0,0
SS266,RUSS,SS,0,0,0,0,1,0,0,0,0,0,0,1
SS267,RUSS,SS,0,0,0,0,1,0,0,0,0,0,0,1
RUSS395,RUSS,RUSS,0,0,0,0,1,0,0,0,0,0,0,1
RUSS400,RUSS,RUSS,0,0,0,0,0,0,0,0,0,0,0,0
SOAN100,SOAN,SOAN,1,0,0,0,0,0,0,1,0,0,1,0
SOAN110,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,0,1
SOAN111,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,0,0
SOAN122,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,0,0
SOAN122,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,0,0
SOAN203,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,0,1
SOAN322,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
SOAN325,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,1,0
SOAN330,SOAN,SOAN,0,0,0,0,0,0,1,0,1,0,0,0
SOAN396,SOAN,SOAN,0,0,0,0,0,0,1,0,1,0,0,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
WGST200,SOAN,WGST,0,0,0,0,0,0,1,0,0,0,0,1
SOAN110,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,0,1
SOAN111,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,0,0
SOAN114,SOAN,SOAN,0,0,0,0,0,0,1,0,0,1,0,0
SOAN228,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,1,0
SOAN253,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,0,1
SOAN262,SOAN,SOAN,0,0,0,0,0,0,1,0,1,0,0,1
SOAN272,SOAN,SOAN,0,0,0,0,0,0,1,0,0,1,1,0
SOAN314,SOAN,SOAN,0,1,0,0,0,1,1,0,0,1,1,0
SOAN331,SOAN,SOAN,0,0,0,0,0,0,1,0,1,0,0,1
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
ENTS244,SOAN,ENTS,0,0,0,0,0,0,1,0,0,1,0,1
RELG300,SOAN,RELG,0,0,0,0,0,1,0,0,0,0,0,0
WGST241,SOAN,WGST,0,0,0,0,0,0,1,0,0,0,0,1
SOAN110,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,0,1
SOAN111,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,0,0
SOAN161,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,1,0
SOAN226,SOAN,SOAN,0,0,0,0,0,0,1,0,1,0,0,1
SOAN239,SOAN,SOAN,0,0,1,0,0,0,0,0,0,1,0,0
SOAN240,SOAN,SOAN,0,0,0,0,0,0,1,0,1,1,0,0
SOAN248,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,0,1
SOAN256,SOAN,SOAN,0,0,0,0,0,0,1,0,1,0,0,1
SOAN285,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,0,0
SOAN350,SOAN,SOAN,0,0,0,0,0,0,1,0,0,0,1,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400,SOAN,SOAN,0,0,0,0,0,0,0,0,0,0,0,0
ARCN246,SOAN,ARCN,0,0,0,1,0,0,0,0,0,0,0,0
SPAN101,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN101,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN101,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN101,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN101,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN204,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN204,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN204,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN204,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN204,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN204,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN204,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN204,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN204,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN205,SPAN,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
PAN208,SPAN,PAN,0,0,0,0,1,0,0,0,0,0,0,1
SPAN221,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,1
SPAN222,SPAN,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
SPAN229,SPAN,SPAN,0,0,0,0,0,0,1,0,0,0,0,1
PAN247,SPAN,PAN,0,0,0,0,1,0,0,0,0,0,0,1
PAN349,SPAN,PAN,0,0,0,0,1,0,0,0,0,0,0,1
SPAN377,SPAN,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
SPAN400,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN102,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN102,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN102,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN102,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN102,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN102,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN102,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN102,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN204,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN205,SPAN,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
SPAN205,SPAN,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
PAN208,SPAN,PAN,0,0,0,0,1,0,0,0,0,0,0,1
SPAN226,SPAN,SPAN,0,1,0,0,0,0,0,0,0,0,0,1
SPAN242,SPAN,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
SPAN328,SPAN,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
SPAN344,SPAN,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
SPAN400,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN103,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN103,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN103,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN103,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN103,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN103,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN103,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN103,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN103,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN205,SPAN,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
PAN208,SPAN,PAN,0,0,0,0,1,0,0,0,0,0,0,1
SPAN215,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN225,SPAN,SPAN,0,0,0,0,0,0,0,0,1,0,0,1
SPAN265,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
SPAN356,SPAN,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
SPAN371,SPAN,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
SPAN400,SPAN,SPAN,0,0,0,0,0,0,0,0,0,0,0,0
COGSC400,COGSC,COGSC,0,0,0,0,0,0,0,0,0,0,0,0
COGSC400,COGSC,COGSC,0,0,0,0,0,0,0,0,0,0,0,0
ANCE400,DANCE,ANCE,0,0,0,0,0,0,0,0,0,0,0,0
ANCE400,DANCE,ANCE,0,0,0,0,0,0,0,0,0,0,0,0
ANCE400,DANCE,ANCE,0,0,0,0,0,0,0,0,0,0,0,0
ARTS110,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS110,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS122,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS140,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS151,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS210,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS216,ARTS,ARTS,0,0,0,0,0,0,0,0,0,0,0,0
RTS230,ARTS,RTS,0,1,0,0,0,0,0,0,0,0,0,0
RTS230,ARTS,RTS,0,1,0,0,0,0,0,0,0,0,0,0
RTS238,ARTS,RTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS310,ARTS,ARTS,0,0,0,0,0,0,0,0,0,0,0,0
ARTS360,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS400,ARTS,ARTS,0,0,0,0,0,0,0,0,0,0,0,0
ARTS110,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS110,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS122,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS141,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS178,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
RTS212,ARTS,RTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS234,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
RTS260,ARTS,RTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS274,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
RTS275,ARTS,RTS,0,0,0,0,0,0,1,0,0,0,0,1
ARTS400,ARTS,ARTS,0,0,0,0,0,0,0,0,0,0,0,0
ARTS110,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS110,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS113,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS113,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS122,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS141,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS252,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
RTS260,ARTS,RTS,0,1,0,0,0,0,0,0,0,0,0,0
RTS274,ARTS,RTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS298,ARTS,ARTS,0,0,0,0,0,0,0,0,0,0,0,0
ARTS322,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS330,ARTS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
ARTS398,ARTS,ARTS,0,0,0,0,0,0,0,0,0,0,0,0
ARTS400,ARTS,ARTS,0,0,0,0,0,0,0,0,0,0,0,0
THEA110,THEA,THEA,0,1,0,0,0,0,0,0,0,0,0,0
THEA115,THEA,THEA,0,1,0,0,0,0,0,0,0,0,0,0
THEA185,THEA,THEA,0,1,0,0,0,0,0,0,0,0,0,0
THEA190,THEA,THEA,0,1,0,0,0,0,0,0,0,0,0,0
THEA225,THEA,THEA,0,0,0,0,1,0,0,0,1,0,0,0
THEA400,THEA,THEA,0,0,0,0,0,0,0,0,0,0,0,0
DANC150,THEA,DANC,0,1,0,0,0,0,0,0,0,0,0,0
ENGL144,THEA,ENGL,0,0,0,0,1,0,0,0,0,0,0,0
ENGL244,THEA,ENGL,0,0,0,0,1,0,0,0,0,0,0,0
THEA190,THEA,THEA,0,1,0,0,0,0,0,0,0,0,0,0
THEA233,THEA,THEA,0,1,0,0,0,0,0,0,0,0,0,0
THEA245,THEA,THEA,0,1,0,0,0,0,0,0,0,0,0,0
THEA312,THEA,THEA,0,1,0,0,0,0,0,0,0,0,0,0
THEA400,THEA,THEA,0,0,0,0,0,0,0,0,0,0,0,0
LAS116,THEA,LAS,0,1,0,0,0,0,0,0,1,0,0,0
DANC115,THEA,DANC,0,0,0,0,0,1,0,0,0,0,0,1
DANC150,THEA,DANC,0,1,0,0,0,0,0,0,0,0,0,0
ANC253,THEA,ANC,0,1,0,0,0,0,0,0,0,0,0,0
DANC268,THEA,DANC,0,1,0,0,0,0,0,0,0,0,0,0
THEA110,THEA,THEA,0,1,0,0,0,0,0,0,0,0,0,0
THEA190,THEA,THEA,0,1,0,0,0,0,0,0,0,0,0,0
THEA229,THEA,THEA,0,1,0,0,0,0,0,0,0,0,0,0
THEA234,THEA,THEA,0,1,0,0,0,0,0,0,0,0,0,0
THEA320,THEA,THEA,0,1,0,0,0,0,0,0,0,0,0,0
THEA400,THEA,THEA,0,0,0,0,0,0,0,0,0,0,0,0
ENGL258,THEA,ENGL,0,0,0,0,1,0,0,0,1,0,1,0
WGST200,WGST,WGST,0,0,0,0,0,0,1,0,0,0,0,1
WGST243,WGST,WGST,0,0,0,0,0,0,0,0,0,0,0,0
WGST244,WGST,WGST,0,0,0,0,0,0,0,0,0,0,0,0
WGST265,WGST,WGST,0,0,0,0,0,0,1,0,0,0,1,0
WGST266,WGST,WGST,0,0,0,0,0,1,1,0,0,0,0,1
WGST325,WGST,WGST,0,0,0,0,0,0,0,0,0,0,0,0
WGST391,WGST,WGST,0,0,0,0,0,0,0,0,0,0,0,0
GST400,WGST,GST,0,0,0,0,0,0,0,0,0,0,0,0
IST259,WGST,IST,0,0,0,0,0,1,0,0,0,0,0,1
HIST270,WGST,HIST,0,0,0,0,0,1,0,0,0,0,0,1
IDSC203,WGST,IDSC,0,0,0,0,0,0,0,0,0,0,1,0
PSYC383,WGST,PSYC,0,0,0,0,0,0,1,0,1,1,0,0
RELG228,WGST,RELG,0,0,0,0,0,1,0,0,1,0,0,0
SOAN325,WGST,SOAN,0,0,0,0,0,0,1,0,0,0,1,0
GST110,WGST,GST,0,0,0,0,0,1,0,0,0,0,0,0
WGST112,WGST,WGST,0,0,0,0,0,1,0,0,0,0,1,0
WGST241,WGST,WGST,0,0,0,0,0,0,1,0,0,0,0,1
GST400,WGST,GST,0,0,0,0,0,0,0,0,0,0,0,0
ENGL327,WGST,ENGL,0,0,0,0,1,0,0,0,1,0,0,0
FREN241,WGST,FREN,0,0,0,0,1,0,0,0,0,0,0,1
HIST229,WGST,HIST,0,0,0,0,0,1,0,0,0,0,1,0
IST236,WGST,IST,0,0,0,0,0,1,0,0,1,1,0,1
HIST280,WGST,HIST,0,0,0,0,0,1,0,0,1,0,0,1
RELG221,WGST,RELG,0,0,0,0,0,1,0,0,1,0,1,0
RELG233,WGST,RELG,0,0,0,0,0,1,0,0,1,0,1,0
SOAN114,WGST,SOAN,0,0,0,0,0,0,1,0,0,1,0,0
SPAN344,WGST,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
GST110,WGST,GST,0,0,0,0,0,1,0,0,0,0,0,0
WGST130,WGST,WGST,0,0,0,0,0,0,0,0,0,0,1,0
WGST310,WGST,WGST,0,0,0,0,0,1,0,0,0,0,0,1
GST400,WGST,GST,0,0,0,0,0,0,0,0,0,0,0,0
AMST225,WGST,AMST,0,0,0,0,0,1,0,0,1,0,1,0
BIOL101,WGST,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
DANC266,WGST,DANC,0,0,0,0,0,1,0,0,0,0,1,0
HIST142,WGST,HIST,0,0,0,0,0,1,0,0,0,0,0,1
POSC359,WGST,POSC,0,0,0,0,0,1,0,0,0,0,0,0
RELG161,WGST,RELG,0,0,0,0,0,1,0,0,1,0,0,0
RELG265,WGST,RELG,0,0,0,0,0,1,0,0,1,0,0,1
RELG362,WGST,RELG,0,0,0,0,0,1,0,0,1,0,0,1
SOAN226,WGST,SOAN,0,0,0,0,0,0,1,0,1,0,0,1
